SPID,DiffEx_ID
Q29RP8,
Q57692,
P59382,
Q8INF0,
Q8R066,
Q6DFC2,
P29375,CGI_10007771
Q7SZ78,
Q9ULK2,CGI_10007773
Q5U300,CGI_10007774
O75382,CGI_10007775
Q96NR8,
Q6DIB5,
B7N3I0,
Q9UGM3,
Q9WTN6,
Q9H3G5,CGI_10007785
Q66IC8,
Q5E936,
Q8N6D5,
Q5R4R7,
Q9UPV7,
Q802T2,
A8K855,
P86952,CGI_10007793
Q9H091,
Q8R1B8,CGI_10007795
P10632,
Q5UPX0,
Q8UVC3,
P56819,
Q39565,
Q28DV7,
Q6ZT07,
Q6ZT07,
Q0P457,
O88572,
O11780,
Q15582,
O11780,
Q9CZJ2,
Q5ND34,
Q63425,CGI_10007820
P77851,
Q3U2J5,CGI_10007822
P41436,
D2GXS7,
Q05438,CGI_10007827
Q8IV45,
Q148E1,CGI_10007831
P54366,
O00339,
P51942,
O42401,
Q9UM13,
Q9I931,
B2RXS4,
Q6IQU7,
Q9NTG7,
Q04786,
P86956,
P13941,
Q9Y600,
Q91717,
P81439,
Q01279,
O14657,
P34611,CGI_10007866
O95671,
Q5XGG3,
O70277,
Q5RCS0,
Q969U6,
Q5TGI0,CGI_10007879
Q5TGI0,
Q941X2,
Q7Z5L3,
Q09654,
Q09654,
Q4V8G4,
Q5UAK0,CGI_10007893
Q9CWY4,
Q9QW30,
Q5E9P5,
A4IF63,
Q8IUF1,
A2ASS6,
O42392,
P97576,
Q5R9R1,
O60290,
O43324,
O60683,
F7H9X2,
Q6ZRF8,
P84245,CGI_10007918
Q9C0B0,CGI_10007919
O95749,CGI_10007920
Q91X20,
P12036,
F1SPM8,
Q6TCH7,
A5PKG7,
O15530,
Q8K4J6,CGI_10007928
A7RJI7,
Q90YQ0,
Q9TTF0,
Q9BZW4,
P41241,
Q9NZM6,
Q7TN88,
O13997,
Q8N2E2,
Q07DX1,
Q07DX1,
Q2QL79,
O75382,CGI_10007943
Q9UA35,
O05871,
Q09654,
O54904,
Q5ZMV7,
Q8R151,
Q9UGM3,
A2ASS6,
O07552,CGI_10007955
O07552,CGI_10007956
O44252,CGI_10007958
Q863A5,
Q8K0U4,
D2GXS7,
Q299F9,
Q12830,
Q14191,
Q95334,
Q9NUJ3,CGI_10007972
Q8C129,
Q9UIQ6,
Q9VHN6,CGI_10007975
Q14149,
P12111,
B4JSC2,CGI_10007980
Q9HCF6,
A9KNW4,
P27085,
O70497,
Q7SIC1,
Q7SIC1,
D8VNS7,
Q9Y6R7,
Q5I2E5,
Q9XWD6,
Q9HC56,
A2TJ54,
Q9BZE4,
Q9HBW1,
Q8BHA1,
Q50LG9,
Q50LG9,
Q9BZA8,
Q9HC56,
Q6WYY1,
Q498J9,
Q498J9,
Q99805,
A7RLE5,
Q90600,CGI_10008016
Q5BJI9,
O35594,
Q9JIM3,
P16066,
P22274,
Q9U489,CGI_10008028
Q9NZW4,
Q8WY91,
P34979,
Q4TZY1,CGI_10008035
Q5NVJ6,CGI_10008036
P48545,
P98068,
B3A0P8,CGI_10008041
Q8MIB3,
P62957,
Q8VHW8,
Q3SYK4,
P30280,
Q01611,
P49579,
P02299,
Q6WV74,CGI_10008056
P19374,
P84051,
P15870,
P02299,
Q6WV74,
P30757,
P84051,
F1REV3,
P84051,
P02299,
Q6WV74,
P30757,
P84051,
P15870,
P02299,
Q6WV74,
P30757,
P84051,
P15870,
P02299,
Q6WV74,
P30757,
P84051,
P15870,
P02299,
Q6WV74,
P30757,
P84051,
P15870,
P02299,
Q6WV74,
Q9ET22,
O15120,CGI_10008089
O70277,
O70277,
Q03601,
Q03601,
Q8R5M2,
P46461,CGI_10008099
Q8ISP0,
Q8IT98,
O08550,
Q155Q3,
O35379,
Q6R3Q6,
O14832,
Q86YQ8,
Q9Y2V7,
Q9Y592,
Q9ES30,
Q4ZJM9,
O08560,CGI_10008117
Q5VWW1,
Q06033,CGI_10008123
Q7ZY86,
Q9NXC5,
A8WG43,
Q96GP6,CGI_10008130
Q9ESN6,
Q08D86,
P57756,
Q09225,
P42674,
Q27778,
P84100,
Q5BLF0,
A6NN14,CGI_10008154
Q9UKV8,
A6QPN6,CGI_10008156
A6QPN6,CGI_10008157
Q5ZL67,CGI_10008158
Q24751,
Q96SY0,CGI_10008161
P36633,
P23818,
Q38PU7,
Q96P66,
P34501,CGI_10008172
Q9DBX3,
Q9UGT4,
O75311,
O93430,CGI_10008177
Q9HC56,
Q9HC56,CGI_10008179
Q6KEQ9,
Q09225,
P12545,
Q5R8X6,
P12545,
P42674,CGI_10008189
O18783,
Q6DFV8,
Q91XQ4,CGI_10008193
Q2VLG4,
Q6DGL7,
A7RR34,
P10079,
Q9D4W2,
O60293,
Q8IV01,CGI_10008205
O60287,
Q9CQD4,CGI_10008208
D2GXS7,
Q3ZBF0,
Q99LG0,CGI_10008211
Q5M9G6,
Q3U9N9,
Q9CQQ8,
Q86Z23,
A0JNG4,
Q14315,
O88280,
A4QN56,
Q9CQ02,
P24541,
P24541,
Q8C4U2,
F7H9X2,
Q8C4U2,
Q7T2V2,
O43704,CGI_10008235
O00338,CGI_10008236
Q05909,
Q9ES30,CGI_10008239
Q0II68,
O70351,
Q5FVB0,CGI_10008244
Q3L254,CGI_10008245
P13612,
P06603,
P87294,
Q9DAN6,
Q8TC07,
Q49YE0,
Q57951,
Q6G8L7,
Q865F1,
B2RVL6,
Q8C1Z8,
O75179,
Q93113,
Q6TH47,
O94988,
B1YMY4,
Q65JE7,CGI_10008276
O35920,
Q5RCN6,
A4FV58,
Q803V5,
P31356,CGI_10008282
Q9UBX3,
P98161,
Q8IV36,
O13008,
P02693,
A6YLM6,
A6YLM6,
Q865F7,
O15943,CGI_10008293
A4G5V4,
Q8BGS2,
Q96DY2,
Q9ULQ1,
Q9EQJ0,
Q28727,
Q91VC0,
Q865F7,CGI_10008301
O88281,
Q6DIB5,
Q5RAP4,
Q6NWZ9,
O88281,
Q8K0U4,
Q503R4,
A7Y2W8,CGI_10008315
A7Y2X0,
Q460N5,
P82596,
Q5SPF7,
P82596,
Q6DDL7,
Q9GJY3,
P50443,
Q9HCU4,
Q922R8,
Q6PFL6,
Q8C9X6,
Q8MIB8,
Q54PM6,CGI_10008336
Q5PQQ9,
Q0IIF6,
Q8N0N3,
B0BN95,
Q9NUV9,
Q9NUV9,
P15043,
O70165,
O94822,
Q02357,CGI_10008366
Q9ASX2,
P0C6F1,
O01578,
Q8JHI3,CGI_10008372
Q7ZXH3,CGI_10008373
O95563,
P86787,
P86787,
Q98234,
Q8N6F8,
Q5BJ29,
Q9CZV8,
P35282,CGI_10008385
Q9CXF4,CGI_10008386
Q9JHG6,CGI_10008387
Q8WZA1,
Q9H8W5,
P74897,
P32251,
Q8BWF0,
Q6V0I7,CGI_10008393
Q2TBI2,
Q63931,
Q567Y6,
Q9VR07,
P13666,CGI_10008403
P0CB97,
Q7Z3V4,CGI_10008406
D2GXS7,
Q5RAL7,
Q6DIM3,CGI_10008409
Q8N5N7,CGI_10008410
A4FU69,
Q76I76,
Q9SRV1,
Q8BW74,CGI_10008414
Q8VHW8,
Q99807,
Q99447,
O35245,
Q8BL66,
Q8JGT5,
Q8IY18,
P16537,
Q9EQC4,
Q6NSJ0,
Q99ND9,CGI_10008437
Q13201,
Q9Y2G4,CGI_10008441
Q9Y2G4,CGI_10008442
Q6GN02,
Q24572,
O54916,
Q8TZY2,
Q61143,
Q6QD59,
O88576,
A2AX52,
Q04164,
Q8QHA5,CGI_10008467
O42184,
Q5BL38,CGI_10008469
Q8VC97,
Q9CWQ2,
Q2KNA0,
B5X165,
P27365,
O13008,
O15297,
Q504Y0,CGI_10008479
Q6PCR7,
Q6ZRF8,
P81140,
Q3T075,CGI_10008489
Q24342,
P32249,
P18101,
Q62384,
Q9UPX0,
Q967D7,
Q80ZG2,
P20664,
Q9Y2U5,
A2BD94,CGI_10008500
Q9H4K7,
A5PLL7,
Q9C0G0,
Q9U3V5,CGI_10008504
Q9UL36,CGI_10008505
Q4UMH6,
P51855,
Q9NY59,
Q61140,
Q00438,
A2RT91,
Q9D187,
P24862,
Q8BHA0,
A8WGF4,
Q9Z2J0,
Q9Z2J0,CGI_10008520
A2BFC9,
Q16543,CGI_10008523
B0V2N1,
Q5VU97,CGI_10008527
P37193,
D2GXS7,
Q5VVX9,
P32929,
P17124,
Q8VCW8,
P09480,
Q921A2,
Q9UBJ2,
Q4UMH6,
Q9U8W7,
Q9BXT4,
Q10901,
P51907,
Q10901,
Q6TLF6,
Q54SW1,
Q8VCC1,
Q5XLR4,
Q62077,
Q6DDL7,
Q9ULJ7,
A1L1S5,
P38661,
Q9JK83,
Q9ESN6,
O16011,
Q8R003,
P18700,
Q5T200,
P06704,
Q9D8X1,
O13085,
Q0WYX8,
Q9BRZ2,
P34410,
P31331,
P49797,
Q10341,
Q5ZKH3,CGI_10008582
O15455,
F1NTD6,
F1NTD6,
O70244,
F1NTD6,
P33502,
O75382,
D2GXS7,CGI_10008592
Q8BUV8,
Q00589,
Q00589,
Q9VUX2,
Q61983,
Q86WB7,
Q8R238,CGI_10008600
Q96GA7,
Q96GA7,
Q4ZJM9,
Q03112,CGI_10008605
Q5ZMP6,
Q90YU6,
Q6ZNF0,CGI_10008610
P43143,
Q15822,
Q5ZM35,
P0C218,
Q9EPH8,
Q04786,
D2GXS7,
Q54JW9,
O88281,
Q54JW9,
A0JM12,
Q24157,
P35441,
Q96RW7,
Q96RW7,
P31580,
P49581,
Q9WTS8,
Q5KU26,
Q2LK54,
Q0WYX8,
Q9TTK6,
Q3ZBX6,
Q99KW9,
Q2EMV9,CGI_10008652
Q460N3,
Q460N3,
Q460N3,
Q2HJG5,
Q78S06,CGI_10008662
Q9NUD7,
O46581,
Q924T7,CGI_10008665
Q86WZ0,
Q80WY3,
A0MZ67,
Q93075,
Q6PHZ8,
Q2QCI8,
P17439,
O14522,
Q15262,
O14522,
P49446,
Q54PM6,CGI_10008681
Q9QXZ9,
Q9UHM6,
Q8N122,
Q9VZF4,
Q8BTG3,CGI_10008686
Q95JW3,
A3KQA5,
Q92832,CGI_10008689
Q0P5V2,
Q5XG71,
P31478,
Q6P135,
Q9UIF8,CGI_10008697
P15336,
O93603,
Q2PZL6,
O13666,
Q64319,
Q2Q1W2,
Q3SZ20,
Q1L8G7,
Q96HJ9,
Q84J37,
A0PJN4,
Q8IXZ2,
Q5F389,
Q6DIJ4,
Q5RBL1,
Q99323,
Q7LFX5,
Q8K0U4,
P81004,
Q54QQ2,CGI_10008723
P46967,
Q8C827,
A5PLK6,CGI_10008728
Q8K199,
Q5U2W4,
Q9W4P5,
P86952,CGI_10008737
Q5PPN4,
Q5I085,
D8VNS7,
Q5I085,
P12804,
Q5I085,
Q5I085,
D8VNT0,
Q6MG82,
Q9H0H0,
Q28FE2,
Q54J55,
Q8AXX2,
Q3B7Z2,CGI_10008754
Q28DB1,
Q8UVX0,
A6BM72,
Q00971,
Q00971,
Q9JMB1,
Q15485,
P19327,
A9JRX0,CGI_10008777
B7PY76,CGI_10008778
Q58CU2,CGI_10008780
Q5I7T1,
Q52L14,
Q9UJV3,
Q15008,
Q9NUV9,
Q0VA04,CGI_10008800
Q6TL19,
Q99PP7,
Q9NQQ7,CGI_10008803
Q8SPX7,
Q13014,CGI_10008808
Q9R1P4,
Q9D554,
G3V8T1,CGI_10008812
B1WC97,
O95562,CGI_10008814
Q2KHU8,
O54862,
Q01177,
Q1RP77,CGI_10008824
P0DJG4,
O15484,CGI_10008828
Q9Y4E8,
Q3V2K1,
Q16956,
Q16956,
Q6DJI8,
Q6TH01,
Q9UKM7,
Q8INF0,
Q5EA66,
Q557C9,
Q62283,
Q6XLQ7,CGI_10008850
Q26630,
Q6TGY8,
Q6NS23,
Q8BHL8,
O94925,
Q54J55,CGI_10008857
Q6GM59,
Q803C7,
Q9C040,
O43172,
Q2TBX6,
Q6GPQ6,
A3KPW9,
Q5T9C2,
P48634,
Q95JH0,
Q13263,
P50729,
Q8VCW8,
Q8VCW8,
Q0VAA2,
Q5ZJF4,
A0JM12,CGI_10008878
Q8C8H8,
Q96KG7,
O09014,
Q80T11,
D2GXS7,
A2BE76,
Q4VSI4,
Q5XHC1,
Q9W6K1,
P41541,
Q4R516,
A1A5Y0,
P22984,
Q9ES30,
Q7Z5L3,
Q9ESN6,
D2GXS7,
P50729,
O75095,
P18433,
O14867,
A4IF63,CGI_10008922
Q09654,
A3KMV5,
Q09654,CGI_10008925
O93603,
P49136,
P27447,
A7SCH8,
Q54RV9,
Q2VJ60,CGI_10008932
Q86VP6,
D2GXS7,
Q9ESN6,
Q96RW7,
Q3SZE2,
Q5VWX1,
Q9EPH8,
Q5XI42,
A5PMX1,
Q6P9U8,
Q28HM1,CGI_10008948
Q49LS8,
A2BIJ3,
Q6R5N8,
Q28728,
Q4R6C7,
Q96PZ2,
Q63921,
O02768,
P49147,
Q5T4S7,
P39429,CGI_10008964
P60192,
Q40588,CGI_10008967
P14133,
Q5XHB2,
Q09660,
P48416,
O15162,
P0C6B8,
O15213,
P54513,CGI_10008988
Q09654,
D3ZQG6,
O57321,
Q9I8C7,
Q2T9W6,
D2GXS7,
Q6PFY8,
D2GXS7,
Q96NG8,
Q8BGZ4,
Q4A0V8,CGI_10009011
Q9VC61,
Q6DCQ8,CGI_10009014
Q8CGF7,
Q8K0U4,
Q8K0U4,
Q8K0U4,CGI_10009020
P19984,
Q8K4R9,
Q9LDU6,
P17972,
P17972,
Q9NXW9,CGI_10009034
Q6GM71,
Q9UA35,
Q9UA35,
O42611,
Q9Y4D8,
Q5E9T6,
P86952,CGI_10009045
Q9BXX0,
P63182,
P63182,
P63182,
Q501Z5,CGI_10009051
Q5BIM1,
Q0IH86,CGI_10009053
Q96B67,
Q6IR75,CGI_10009055
Q5U550,
P50224,
Q8UWA5,
Q8UWA5,
P98167,
O14662,
Q68DL7,
Q68DL7,
Q5TF39,
A3KPN8,
A3KMP2,
Q6UB98,
P17221,
P0C1J6,
Q9YGM8,
Q8AV57,
Q96SY0,
O54701,
Q9UI40,
O35462,
Q9BY76,
O35608,
P54145,
P54145,CGI_10009088
P54145,CGI_10009089
P21333,CGI_10009092
Q14315,
Q96MM6,
Q6MG64,
Q9JHA8,
Q6P6R0,
Q6P1V8,
A1A5G0,
Q8N2E2,CGI_10009105
A4IF63,
P41823,CGI_10009111
Q28BK1,
Q9ULV1,
Q6GQ39,
A6QQ68,
Q80V70,CGI_10009119
Q6DIB5,
Q7Z5P4,
Q13895,CGI_10009122
Q20930,
Q8VDG5,
Q5R8R4,
Q32NQ7,
Q9Y296,
O70263,
Q8N448,CGI_10009129
P0C7U5,CGI_10009130
Q619T5,
Q08CX1,
Q5RJA1,
Q9QYL7,
Q3TZZ7,
A2AJ76,
Q86Y13,
Q8BQZ4,
Q8C525,
P10079,
P15308,CGI_10009149
Q8R0K4,CGI_10009153
Q5BKU9,
A0JPI9,
Q5E9A5,CGI_10009157
P48317,
Q6DIB5,
Q9WTW8,CGI_10009160
P13608,
P30050,
Q5ZHN4,
Q8C0R9,
Q9QXL2,CGI_10009167
Q7Z4S6,CGI_10009169
Q1RI12,
Q01177,
Q9P785,
Q6QN04,
Q5ZEQ8,
Q5RBM1,
O43399,
Q96RW7,CGI_10009180
Q9Z2X8,
P17694,
Q5JXM2,
Q8WU66,
A2AX52,
C7G0B5,
P83673,
P83673,CGI_10009199
P83673,
D2GXS7,
P09057,
Q9BXS5,
P35978,
Q2TA24,
B1AY13,
P12370,
Q9QUK6,
P49596,
Q99J23,
O15173,
P55931,
A7YY62,
Q6NRD3,
Q7LZR2,
Q95029,
Q26636,CGI_10009231
Q3SZZ7,
Q9W3W5,
Q9Y2M2,
Q9HC24,
Q9HC24,
Q9ESN6,
O75382,
Q2M389,
P12804,
Q921L8,
Q5R9F4,CGI_10009254
Q07617,
Q13617,
Q3EC11,
Q9W391,
P80928,
Q96P09,
Q7Z5L3,
Q9H8L6,
Q9H8L6,
Q9D8U4,
Q9H8L6,
Q9H8L6,
Q91Z53,
P70582,CGI_10009278
P07228,
P11584,
Q2KJJ0,
Q8N2E2,CGI_10009284
Q80T32,
Q92622,
Q9P2N4,
P82596,
P50225,
P50225,
Q6AYN4,
Q9HC56,
Q9HC56,
Q9HC56,
Q6WYY1,
Q9NQ86,
Q96MM6,CGI_10009306
P11177,
P98133,
A5D7I4,CGI_10009313
A7YWI9,
O75069,
P22717,
Q19673,CGI_10009318
P34269,
Q6NV18,
A6QR20,
Q5BIP8,
Q5TZ51,
P02402,
Q91W90,
A6N6J5,CGI_10009328
Q92847,
P18172,
Q9WWW2,CGI_10009337
Q9WWW2,
Q17RS7,
Q5RDB5,
Q6R5J2,
B5X7E4,
Q96L03,
A6QQL5,
Q7Z6M2,CGI_10009348
P49442,
E1BB52,
Q5JXM2,
Q8AXU4,
O13997,
Q9CT10,CGI_10009367
Q9CR41,CGI_10009368
O75161,
Q640L5,
E9Q555,
Q1JPD8,CGI_10009373
Q9UNN5,CGI_10009374
Q99973,
Q501S4,
Q91YA9,
Q0VA82,
P07190,
Q9CQR6,CGI_10009380
O75382,CGI_10009381
Q9ESN6,CGI_10009382
Q9VZW5,
Q6GQB9,
O43301,
Q4UMH6,
P41437,
Q1ZXD6,
A1A5S1,CGI_10009392
A2VD82,
P20965,
A0JM12,
Q60992,
Q5EA50,
Q9R1A8,
P21520,
Q8R0M8,
P51006,
Q9BWT3,
Q62186,
Q2KJB5,
Q9ESN6,
Q9ESN6,
Q7Z5J8,
Q13163,CGI_10009421
Q99PV0,
P51810,
Q6PDK8,
Q8VDN4,
Q8K0U4,
E9Q6B2,
Q0V989,
O75382,
Q8R2E9,CGI_10009433
Q08BY0,
Q6DGZ1,
Q9NUW8,
Q8WXR4,
Q29RY7,
P12804,
P34576,
P18503,
Q6DFB7,
Q5ZJ41,
Q6DFJ9,
Q96N64,
Q91Z38,
E1BD59,
Q6ZMW2,
Q9VZW5,
Q9LDH0,
Q7Z408,
Q1LUS8,CGI_10009466
Q99P25,
Q19673,
Q14703,
Q9Y2L5,
A2IBY8,
Q9WTK8,
P31331,
Q0IJ33,CGI_10009475
Q5ZIZ2,
Q0IIF6,
Q62283,CGI_10009478
P56277,
Q9NUN7,
Q92021,
O43301,
O43301,
Q5XGY1,
Q92831,
P85008,
Q9NQ86,
P85008,CGI_10009488
Q460N5,
Q460N5,
Q8K2Y0,CGI_10009492
Q0GE19,
P21783,
O89114,CGI_10009495
Q6RI86,
Q9BXL7,
Q08257,
O75382,
P22033,
O75581,
Q75LS8,
P59024,CGI_10009507
O08688,
O42131,
P60604,
A7MBB4,CGI_10009511
Q04310,
Q5T4S7,
O13395,
O13395,
O13395,
Q5R5L3,CGI_10009518
Q9QZB9,
Q27256,
Q9NY64,
Q99676,
P50532,
Q9JJ00,
Q10980,
Q9NQW7,
Q8MJD6,CGI_10009529
Q8BLD6,
Q969X5,
Q865K9,
Q86WK9,CGI_10009533
Q9Y6X6,CGI_10009534
Q9Y6X6,
P49230,CGI_10009537
P13984,
Q99J62,
Q9QXA6,
A6NCI4,
Q86Y56,
Q96P65,
P55215,
Q91ZW7,
Q8VI56,
Q40588,
Q9JI18,
Q9BXM0,
Q18PE1,CGI_10009571
Q99758,
Q99758,
P18426,
Q7Z6Z7,
Q96PZ0,
Q8CI17,
O15973,
A0JM12,
O93574,
O01393,CGI_10009587
Q03412,
Q04799,
Q9UPV9,CGI_10009594
E7FAW3,CGI_10009595
D8VNS7,
Q93075,
Q00546,
Q3SZZ7,
Q9N0A8,
Q80VI1,CGI_10009603
P49109,
Q12019,
Q9BTY2,
Q9ESN6,
Q9ESN6,
Q6P5B0,
Q99P60,
Q99P60,
P18292,
Q5R5P3,
P58340,
Q8C1B2,
Q8C1B2,
Q9H0J9,
Q62901,
Q495T6,
P55265,
P55265,
Q9I8C7,
P09482,
P12389,
Q9DGD1,
O76329,
Q96JA1,
P56182,CGI_10009637
Q9NQV6,
Q9CQ44,
Q03412,
P49696,
Q9D1Q6,
Q99LM9,
O57590,
Q6P618,
P49796,
Q8BK03,
Q8VI56,
P31696,CGI_10009650
P46782,
Q6UR05,
Q5F364,
Q92887,
A8TX70,
A6H584,
O95236,
O75095,CGI_10009659
B3LZ39,
Q8BGC0,
Q8BGW8,
Q9W4Q9,
Q54G96,
B3SAE4,
P26270,
Q6B857,
P28020,CGI_10009680
Q8C5T8,
Q695T7,
Q9H1A3,
Q5ZLG9,
Q5ZLG9,
B2RYN2,
B2RYN2,
P49301,
Q8CJ91,
O94826,
Q66H95,
Q8BFQ6,
O15075,CGI_10009696
Q8IWI9,
Q96MM6,CGI_10009699
Q9W596,
P49579,
Q8CGY8,CGI_10009704
P56558,CGI_10009705
Q96MW5,CGI_10009706
Q4KL91,CGI_10009707
A2VD82,
O09131,CGI_10009709
Q8TER0,CGI_10009712
A6QQM4,
D3ZHP7,
P35950,
P46023,
Q8BFR5,
O54781,
Q5ZKD7,
Q8C8H8,
Q91974,
Q14162,
C5BMZ8,
Q13619,
Q7Z0T3,
B2RUY7,
Q8C8N3,
B2RUY7,
P43032,
Q9D5U8,CGI_10009741
Q99NH0,
P70555,
Q8NEV4,
O18783,
Q9JL15,
Q7Z5L3,
Q96KQ7,
O60469,
Q92734,
A1L1W9,
Q99MV7,
O62640,
Q8JFX8,
Q9R0I6,CGI_10009762
Q14790,CGI_10009763
Q6GLJ1,
Q28596,
P97607,CGI_10009767
Q6DFC2,
Q9V818,CGI_10009776
Q54MC6,
Q9VC57,
Q8C042,
B0BM20,
Q7SY52,
Q9Y4E8,
Q9SE95,
Q86Z23,
Q96RW7,
Q9Y6R4,CGI_10009791
Q5U4T9,CGI_10009792
O60494,
P56719,
Q5EAD5,
Q4PM54,
Q91447,
Q99M02,CGI_10009799
P54244,
Q9UJX4,
O55135,
Q96NL8,
Q96NL8,
P07207,
Q11082,
O05218,
P25931,
A6QLU8,CGI_10009812
O80763,
Q03720,
Q9VDT6,
P27214,CGI_10009816
P56470,
Q925F4,
Q9JIY5,
Q9NQZ5,
Q6Y685,
E9Q4S1,
Q5RFN0,
O00548,
Q32L97,
A8WHP3,
Q63424,CGI_10009837
P30260,
Q3UZ01,
Q5ZKK2,
Q8N1B4,
Q28DH9,
Q9UQ90,
Q7ZY85,
P19600,
Q5R8P3,
A9JR78,
Q9NQ03,
Q2PS20,
Q149F1,
P52183,
P55043,
Q99MN1,
Q6P5M2,
Q2KHY7,
Q791V5,CGI_10009862
Q8K0U4,
Q26005,
Q86Z23,
Q6GMK0,
O94762,
Q9H1Q7,
Q8ITC3,
O60232,
P49109,
P49109,
P51871,
Q28C44,
Q9D110,
P53809,
Q9BEG8,
A2ASS6,
A2ASS6,
Q8WZ42,
Q8BV79,CGI_10009891
O15050,CGI_10009892
Q6PFY8,
O75382,
Q6PFY8,
Q96GP6,
Q14202,
P42695,
P20594,
Q5T8D3,
Q5BKX6,
B3A0P5,
Q6DE37,
Q9R0W9,
O14514,
Q3UHD1,
Q8TE56,CGI_10009911
Q6P5D8,
Q9BEA9,
Q2EY13,
Q80T91,
A1BQQ5,
Q0V9S9,
A2D5H2,
Q9GKS9,
P08842,CGI_10009924
Q9VUI3,
P25325,
P46635,
Q4R6H1,
Q16959,
Q16959,
Q99P50,
P35407,
P97739,
P08684,
Q5TW90,
Q8IYT2,
Q9BYN0,
Q9BZE3,
Q9BZE3,
Q75WE7,
Q04202,
Q9ESN6,
Q27245,
Q20191,
P35781,
O88281,
Q1LYM3,
P29147,
Q9MYM4,
Q9H488,
P42325,
E1BD59,
P42325,
Q86V71,
Q8IY84,
Q96EQ0,
P36609,
Q5R686,
Q99PF4,
Q8C561,
Q761V0,CGI_10009981
Q9H2Y9,CGI_10009982
Q14508,
Q4ZJM9,
Q4ZJM9,
Q96BD0,
P16066,
P17342,
Q03168,
A0JNA8,
Q8NDA8,
Q9JHA8,
Q9Y334,
Q4V8C9,
Q5ZLT7,
P86854,
P06731,
P46060,
O94915,
Q5TBA9,
Q2KIG2,
O05218,
Q7TSH2,
Q9WTS8,
P91953,
Q63186,CGI_10010020
Q9WTP6,
O43897,
O01814,
A6H782,
Q8WVM8,CGI_10010029
Q8IVB5,CGI_10010030
Q7T1N4,
P26258,
A8WGF7,
Q11082,
O75751,CGI_10010039
P54813,
Q2IBF5,
Q01097,
Q8K2W3,
Q02357,
A7Y2W8,
Q76NT9,
Q96RW7,
Q6DJ08,
Q9GLY5,
P56652,
D2GXS7,CGI_10010060
P63182,
P23471,
Q9ESB5,
Q05893,
Q9Z1N0,
Q8TD35,
O00559,
Q6P0I8,
Q8N3Y7,
Q9H583,CGI_10010073
Q8TB45,
Q5W5U4,
B1H283,
Q5RFQ3,
Q6NVN0,
Q0VC74,
P78316,CGI_10010087
Q0VD50,
Q7TQ07,
O14512,CGI_10010090
Q9P2G1,
P69451,
A5GFW1,
Q28DH9,
Q92733,
Q7TQE7,
Q5ZK82,
P0CE10,CGI_10010105
Q98TX3,
Q9D479,
Q0VGE8,
Q9ESN6,
Q8TD19,
O75382,
Q93075,
Q9U8W7,
O43432,
Q8BNA6,
Q6P4W8,
Q8R0N9,
Q9Y305,
P62255,
P62255,
P09487,CGI_10010131
P09487,
P40757,
O76329,
B0KWH8,
O75486,CGI_10010140
P50133,CGI_10010142
Q0P4Y4,
Q7M456,CGI_10010145
Q6Q0N0,CGI_10010146
O95140,
Q5ZII9,
A7SLX5,
Q3SYW6,
O96790,CGI_10010153
O96790,
O96790,
Q8IIG7,
Q9UK58,
Q66JA6,
Q4KL91,CGI_10010161
Q5R3Z8,CGI_10010162
P68371,
Q8NB14,CGI_10010164
A4IHW6,
Q5E9N5,
O54827,CGI_10010167
Q9NX08,
Q99999,
Q0VAA2,
Q14BP6,
Q5ZM71,
Q9D8C3,CGI_10010174
Q5SPX1,
Q71RH2,
C7G0B5,
Q5U258,
Q0VD32,
Q9HAR2,CGI_10010183
Q9Y284,
Q7Z2K6,
Q5R580,
Q6P5J6,
Q9Y547,
Q92035,
P51957,
Q9Z1J2,
Q5UR67,
Q5ZKV8,CGI_10010193
Q8NE00,
O43247,
A0JNG4,
D3ZQG6,
D2GXS7,CGI_10010199
D2GXS7,
Q62318,
Q9R1R2,
Q9CZT4,
P46063,
Q66KB0,
Q28DL4,
Q6DHQ1,
Q9V5N8,
Q13263,CGI_10010217
Q5S006,
Q6P7Q4,
O43715,CGI_10010220
Q5BIM1,
D2GXS7,
Q6DGV7,
P41233,
Q9ES30,
Q5RJ80,
Q5RJ80,
Q562C4,
Q9NPJ3,CGI_10010231
Q3T0X7,
Q9GZR7,
Q9ESV0,CGI_10010234
Q8BKN6,
Q9Y662,
Q9BSF4,
Q5XNR9,
Q9VEG6,
Q9VEG6,CGI_10010240
P70031,
Q96IG2,CGI_10010243
Q0III3,
P22897,
Q61830,
Q61830,
Q13018,
Q28262,CGI_10010251
P12821,
Q8K0Q5,
P32870,CGI_10010256
Q9M0X9,
F1R6N4,
O88281,
Q4ZJM9,
O70628,
Q6PFY8,
P07098,
Q5F415,
Q8K4S7,
Q9C040,
P54939,
Q09654,
Q91WG5,
Q9ESN6,
Q91WG5,
Q61627,
Q18206,CGI_10010280
P55112,
P42674,
D2GXS7,
Q6DI37,
Q93075,
Q54JW9,
P78364,
Q6BJ48,
Q29HY3,
Q4FZY0,
P51839,
P0AG82,
Q6TL19,
Q3MHN0,
A1ZA47,
Q6GQ53,
B3DLE8,
Q9CR14,CGI_10010309
Q9CWX4,
Q9CR14,
A8WGS4,
A8WGS4,
A8WGS4,
Q0VGK4,
Q08E38,
C7G0B5,
Q5ND28,
Q9JKP8,
P55266,
Q5UR67,
Q9ESN6,
Q29RH4,
Q8C8H8,
Q8C8H8,
Q8C8H8,
Q8C8H8,
